title,movie_earnings,avg_cluster_size,avg_cluster_movie_count,avg_cluster_unique_movie_count,avg_cluster_transitivity,avg_cluster_polarization,avg_cluster_leadership_insularity
Aftersun,8098676.0,413.4,3317.7,919.9999999999999,0.35082133326396764,0.472164642896781,0.7222279992591535
Joker,1074458282.0,367.3846153846154,2952.384615384615,817.5384615384615,0.2679380296278254,0.40132784327989734,0.7482076133945299
Puss in Boots: The Last Wish,480230928.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
The Banshees of Inisherin,49142609.0,413.3809523809524,3322.9047619047624,920.047619047619,0.3015752714425741,0.4517109924362481,0.7218173304229251
Everything Everywhere All at Once,140108206.0,404.1724137931035,3248.4827586206898,899.4827586206898,0.294815825703344,0.4415864357092288,0.6940527813014172
Parasite,262676096.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Nope,171235592.0,416.83333333333337,3346.25,927.6666666666666,0.34512678355575677,0.472519959423661,0.7201766362617911
Thor: Love and Thunder,760928081.0,383.05882352941177,3078.705882352941,852.5294117647059,0.2794006191306201,0.41849694887475924,0.7392415023041311
The Menu,79628200.0,409.54285714285714,3290.0571428571425,911.0571428571428,0.3557023758710054,0.45671769203569507,0.7243204298928401
Dune,402027830.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Midsommar,48057390.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Morbius,167460961.0,219.5,1747.0,484.0,0.6583270175073515,0.23714827102903024,0.8351469863860195
The Batman,770945583.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
The Lighthouse,18129854.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Little Women,218843645.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Avatar: The Way of Water,2318567513.0,367.47368421052624,2942.5263157894738,816.578947368421,0.3719191873808023,0.4449335034260406,0.7498271346742766
Don't Worry Darling,87609403.0,347.40000000000003,2791.4,773.0000000000001,0.25332322801176227,0.37943723364644844,0.7600008272540599
Spider-Man: No Way Home,1921847111.0,413.3809523809524,3322.9047619047624,920.047619047619,0.3015752714425741,0.4517109924362481,0.7217919115796383
The Power of the Dog,,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Elvis,288670284.0,408.6470588235294,3283.9999999999995,909.3529411764704,0.29802732707266144,0.4562006670350373,0.7188413343024571
Ant-Man and the Wasp: Quantumania,474531583.0,334.5384615384616,2684.6923076923076,743.7692307692308,0.3974261807805406,0.3648434938908158,0.7675567789954089
X,14740889.0,416.68,3349.48,927.4,0.30398787361411467,0.45532468037573803,0.7198736586794099
Turning Red,,364.1666666666667,2914.6111111111113,810.2222222222222,0.37498947362336343,0.443209180474214,0.7511695399973861
Luca,,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
The Florida Project,10954677.0,325.75,2618.0,725.75,0.2374905262610271,0.35572240654354537,0.7721370757064141
Spencer,25246967.0,403.2857142857143,3240.214285714286,897.3571428571429,0.33689303251365255,0.44679576864575005,0.7222239425507202
Doctor Strange in the Multiverse of Madness,955775804.0,380.20833333333337,3053.333333333333,845.6666666666666,0.3604056139711982,0.4150094743008029,0.7410168597122504
The Northman,69633110.0,408.25,3274.875,908.5,0.35936315782628386,0.4716316681064612,0.7253050437551971
American Psycho,34266564.0,411.2105263157895,3305.421052631579,915.2105263157896,0.2999880331718237,0.44933356616026787,0.7230108016986027
Dont Worry Darling,87609403.0,140.54166666666669,1057.2083333333333,310.7083333333333,0.7590240935459549,0.4081230907038959,0.804612060970912
The Worst Person in the World,12687030.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Men,11152071.0,369.0,2957.1538461538457,821.0,0.3448611065509023,0.4345323478054721,0.7479157993446491
Jojo Rabbit,93757609.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Bodies Bodies Bodies,13929670.0,411.2105263157895,3305.421052631579,915.2105263157896,0.2999880331718237,0.44933356616026787,0.7230775528169872
TÃÂÃÂR,27268896.0,396.47826086956525,3185.869565217391,882.2608695652175,0.28911890153516345,0.4402997412993886,0.7281835405282356
Shang-Chi and the Legend of the Ten Rings,432243292.0,400.8461538461539,3221.0000000000005,892.0000000000001,0.3692191092443411,0.43781219266897897,0.7236943550888069
Barbarian,45352337.0,402.70370370370375,3232.9629629629635,896.2222222222223,0.3302352176062063,0.4551508188994069,0.7282616532749162
Get Out,255745157.0,372.14285714285717,2990.8571428571427,828.2857142857143,0.27141774429831667,0.40653989319262324,0.7453910972590806
Whiplash,49396747.0,408.52941176470586,3283.8235294117644,909.2352941176468,0.29802732707266144,0.44639674546640984,0.7246608289140222
Fresh,,410.1111111111111,3295.611111111111,912.6666666666666,0.3546176997361081,0.447946734165946,0.7245223661074902
Encanto,256786742.0,291.0,2327.6666666666665,644.3333333333334,0.5444360233431351,0.3161976947053736,0.7932594530025692
Fight Club,101209702.0,337.88888888888886,2714.0555555555557,751.7222222222222,0.24628647167810216,0.3688973104896026,0.7120502582592513
Glass Onion: A Knives Out Mystery,,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Knives Out,312897920.0,383.05882352941177,3078.6470588235293,852.4705882352941,0.2794006191306201,0.41849694887475924,0.7393188945639664
Jurassic World Dominion,1001978080.0,325.75,2617.0,724.75,0.2374905262610271,0.35572240654354537,0.7720894064877055
Dont Look Up,,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Bones and All,15134907.0,382.5,3060.75,851.0,0.40207228063786493,0.4689667941548619,0.7406902662354152
Sound of Metal,,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Squid Game,,219.2857142857143,1746.9285714285716,484.0,0.5154698746502084,0.23714827102903024,0.8345857572870821
Pride & Prejudice,121616555.0,355.27272727272725,2855.0,790.7272727272726,0.25908057410293867,0.3880608071384132,0.7551641592497432
Not Okay,,304.09999999999997,2442.5999999999995,676.5,0.22165782451029195,0.3320075794406423,0.7843567678634626
My Policeman,,325.75,2617.0,724.75,0.2374905262610271,0.35572240654354537,0.7724930154591025
Babylon,63379032.0,415.2727272727273,3333.2727272727275,924.1818181818182,0.34771521524130716,0.4723584519114428,0.7211090739878648
My Neighbor Totoro,30574632.0,347.40000000000003,2791.6000000000004,773.2,0.25332322801176227,0.37943723364644844,0.7595796076527214
Top Gun: Maverick,1493491858.0,395.6363636363636,3174.7727272727275,880.3636363636365,0.33332185001336617,0.45079951818153097,0.7324451000164466
Donnie Darko,7012321.0,237.72727272727275,1904.4545454545455,527.9999999999999,0.3545385645534742,0.2745080705598078,0.8026998522870935
Dead Poets Society,235860116.0,135.79999999999998,1057.9,296.8,0.7949962105044108,0.39662229595075144,0.821455914699717
Scream VI,168686697.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Pearl,9744096.0,412.49999999999994,3314.7999999999997,917.8499999999999,0.35082133326396764,0.46308171495515743,0.7224680332790807
Raw,3096815.0,337.99999999999994,2714.4444444444443,752.1111111111111,0.3573975827892133,0.3688973104896026,0.7652995985286324
The Social Network,224920375.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Scream,168686697.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
The Truman Show,264118201.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Portrait of a Lady on Fire,10019521.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Last Night in Soho,22957625.0,406.9375,3271.0,905.6875,0.29686315782628386,0.4446530081794317,0.7254881153212748
Blonde,141774679.0,400.6923076923078,3220.692307692308,891.769230769231,0.29229603232126417,0.43781219266897897,0.7289975741022126
Se 6  en,327333559.0,385.88888888888886,3101.4444444444443,858.7777777777777,0.28147025334640247,0.4215969262738315,0.7375508302272243
The Green Knight,18887953.0,315.9090909090908,2537.7272727272725,702.818181818182,0.23029384364705657,0.34494293967858947,0.778038907665439
La La Land,471979503.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Top Gun,1493491858.0,367.3846153846154,2952.384615384615,817.5384615384615,0.2679380296278254,0.40132784327989734,0.7482800163080243
Nobody,57510518.0,326.5,2618.75,726.0,0.48749052626102707,0.35572240654354537,0.7756312730212802
Uncut Gems,,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Call Me by Your Name,43143046.0,379.875,3053.0,845.375,0.27707228063786493,0.4150094743008029,0.7411187325930129
Star Wars: The Rise of Skywalker,1077022372.0,310.28571428571433,2492.571428571429,690.4285714285714,0.22618145358193056,0.3387832443271861,0.7812414382977146
Wonder Woman 1984,169601036.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
"tick, tick...BOOM!",,224.5,1754.5,489.0,0.6583270175073515,0.4538149376956969,0.8415443751079523
Cinderella,542358331.0,325.75,2617.0,724.75,0.2374905262610271,0.35572240654354537,0.772419012150344
Bullet Train,239268602.0,300.76923076923083,2415.8461538461534,669.1538461538462,0.21922202424094808,0.3283591445017342,0.7869615430975184
Little Miss Sunshine,101058954.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Gone Girl,369330363.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Black Swan,329398046.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Emma.,26404660.0,394.6363636363636,3172.0,878.3636363636364,0.28786730455882076,0.43117867459823683,0.7325096979202831
Minions: The Rise of Gru,939628210.0,242.55555555555557,1940.3333333333335,538.0000000000001,0.5092522416748348,0.34683141225447806,0.8210513616160586
Juno,232372681.0,271.625,2181.375,604.5,0.19790877188418926,0.2964353387862878,0.8032748112197506
The Suicide Squad,168717425.0,390.70000000000005,3140.2,869.5,0.2849886315132325,0.42686688785225446,0.7347509951615608
"I, Tonya",53939297.0,248.42857142857142,1994.8571428571427,553.1428571428571,0.18094516286554443,0.27102659546174884,0.8168442321288485
Brokeback Mountain,178062759.0,267.61538461538464,2147.923076923077,595.3076923076924,0.27178709847058635,0.29187479511265263,0.805611518008947
10 Things I Hate About You,53479546.0,373.2857142857143,2992.4285714285716,829.2857142857143,0.41427488715545946,0.4374922741450042,0.7464847129813301
West Side Story,76016171.0,384.29411764705884,3082.2941176470586,855.1176470588235,0.3382241485423848,0.4438886288060811,0.7389693284612436
The Handmaiden,37854655.0,347.4000000000001,2791.5,773.1000000000001,0.25332322801176227,0.37943723364644844,0.7597612045523087
Tenet,365304105.0,406.53333333333325,3260.5999999999995,904.6666666666666,0.36221043268038916,0.47145400984302116,0.7263307252538781
Eternal Sunshine of the Spotless Mind,74036715.0,218.5,1747.3333333333333,485.1666666666667,0.32499368417401797,0.2797408636216228,0.8371736048104336
The Black Phone,161440742.0,276.5454545454545,2220.818181818181,615.2727272727271,0.2015071131911745,0.30182507221876576,0.8008252881176439
Hereditary,82846252.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
The Grand Budapest Hotel,173082189.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
I'm Thinking of Ending Things,,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Lightyear,226425420.0,274.25,2188.75,609.75,0.32290877188418926,0.3503926586403468,0.8030283545341249
Licorice Pizza,33273330.0,408.5882352941176,3283.882352941176,909.2941176470587,0.29802732707266144,0.44639674546640984,0.6681598317882155
Do Revenge,,104.61111111111111,785.9999999999999,221.2222222222222,0.6259231188921561,0.32206589823512455,0.9106454553299463
Jennifers Body,31556061.0,361.8333333333333,2907.75,805.25,0.26387836251225233,0.3952471183817171,0.7513778818058134
Chungking Express,1500226.0,379.875,3053.25,845.625,0.27707228063786493,0.4150094743008029,0.7409355787263199
Before Sunrise,5987386.0,347.50000000000006,2791.5000000000005,773.1,0.25332322801176227,0.37943723364644844,0.6637792738306948
Guillermo del Toros Pinocchio,,390.8,3140.2999999999997,869.6,0.2849886315132325,0.42686688785225446,0.7348821707581158
